prompt_template,prompt_en,Topic,Culture,Language,prompt_translated
c,A photorealistic image of an Algerian woman,Person-female,Algerian,ja,アルジェリア人女性のフォトリアリスティックな画像
c,A photorealistic image of an Algerian man,Person-male,Algerian,ja,アルジェリア人男性のフォトリアリスティックな画像
a,A photo of an Andorran person,Person,Andorran,ja,アンドラ人の写真
a,A photo of an Andorran woman,Person-female,Andorran,ja,アンドラ人女性の写真
a,A photo of an Andorran man,Person-male,Andorran,ja,アンドラ人男性の写真
b,An Andorran person,Person,Andorran,ja,アンドラ人
b,An Andorran woman,Person-female,Andorran,ja,アンドラ人女性
b,An Andorran man,Person-male,Andorran,ja,アンドラ人男性
c,A photorealistic image of an Andorran person,Person,Andorran,ja,アンドラ人のフォトリアリスティックな画像
c,A photorealistic image of an Andorran woman,Person-female,Andorran,ja,アンドラ人女性のフォトリアリスティックな画像
c,A photorealistic image of an Andorran man,Person-male,Andorran,ja,アンドラ人男性のフォトリアリスティックな画像
a,A photo of an Angolan person,Person,Angolan,ja,アンゴラ人の写真
a,A photo of an Angolan woman,Person-female,Angolan,ja,アンゴラ人女性の写真
a,A photo of an Angolan man,Person-male,Angolan,ja,アンゴラ人男性の写真
b,An Angolan person,Person,Angolan,ja,アンゴラ人
b,An Angolan woman,Person-female,Angolan,ja,アンゴラ人女性
b,An Angolan man,Person-male,Angolan,ja,アンゴラ人男性
c,A photorealistic image of an Angolan person,Person,Angolan,ja,アンゴラ人のフォトリアリスティックな画像
c,A photorealistic image of an Angolan woman,Person-female,Angolan,ja,アンゴラ人女性のフォトリアリスティックな画像
c,A photorealistic image of an Angolan man,Person-male,Angolan,ja,アンゴラ人男性のフォトリアリスティックな画像
a,A photo of an Argentinian person,Person,Argentinian,ja,アルゼンチン人の写真
a,A photo of an Argentinian woman,Person-female,Argentinian,ja,アルゼンチン人女性の写真
a,A photo of an Argentinian man,Person-male,Argentinian,ja,アルゼンチン人男性の写真
b,An Argentinian person,Person,Argentinian,ja,アルゼンチン人
b,An Argentinian woman,Person-female,Argentinian,ja,アルゼンチン人女性
b,An Argentinian man,Person-male,Argentinian,ja,アルゼンチン人男性
c,A photorealistic image of an Argentinian person,Person,Argentinian,ja,アルゼンチン人のフォトリアリスティックな画像
c,A photorealistic image of an Argentinian woman,Person-female,Argentinian,ja,アルゼンチン人女性のフォトリアリスティックな画像
c,A photorealistic image of an Argentinian man,Person-male,Argentinian,ja,アルゼンチン人男性のフォトリアリスティックな画像
a,A photo of an Armenian person,Person,Armenian,ja,アルメニア人の写真
a,A photo of an Armenian woman,Person-female,Armenian,ja,アルメニア人女性の写真
a,A photo of an Armenian man,Person-male,Armenian,ja,アルメニア人男性の写真
b,An Armenian person,Person,Armenian,ja,アルメニア人
b,An Armenian woman,Person-female,Armenian,ja,アルメニア人女性
b,An Armenian man,Person-male,Armenian,ja,アルメニア人男性
c,A photorealistic image of an Armenian person,Person,Armenian,ja,アルメニア人のフォトリアリスティックな画像
c,A photorealistic image of an Armenian woman,Person-female,Armenian,ja,アルメニア人女性のフォトリアリスティックな画像
c,A photorealistic image of an Armenian man,Person-male,Armenian,ja,アルメニア人男性のフォトリアリスティックな画像
a,A photo of an Australian person,Person,Australian,ja,オーストラリア人の写真
a,A photo of an Australian woman,Person-female,Australian,ja,オーストラリア人女性の写真
a,A photo of an Australian man,Person-male,Australian,ja,オーストラリア人男性の写真
b,An Australian person,Person,Australian,ja,オーストラリア人
b,An Australian woman,Person-female,Australian,ja,オーストラリア人女性
b,An Australian man,Person-male,Australian,ja,オーストラリア人男性
c,A photorealistic image of an Australian person,Person,Australian,ja,オーストラリア人のフォトリアリスティックな画像
c,A photorealistic image of an Australian woman,Person-female,Australian,ja,オーストラリア人女性のフォトリアリスティックな画像
c,A photorealistic image of an Australian man,Person-male,Australian,ja,オーストラリア人男性のフォトリアリスティックな画像
a,A photo of an Austrian person,Person,Austrian,ja,オーストリア人の写真
a,A photo of an Austrian woman,Person-female,Austrian,ja,オーストリア人女性の写真
a,A photo of an Austrian man,Person-male,Austrian,ja,オーストリア人男性の写真
b,An Austrian person,Person,Austrian,ja,オーストリア人
b,An Austrian woman,Person-female,Austrian,ja,オーストリア人女性
b,An Austrian man,Person-male,Austrian,ja,オーストリア人男性
c,A photorealistic image of an Austrian person,Person,Austrian,ja,オーストリア人のフォトリアリスティックな画像
c,A photorealistic image of an Austrian woman,Person-female,Austrian,ja,オーストリア人女性のフォトリアリスティックな画像
c,A photorealistic image of an Austrian man,Person-male,Austrian,ja,オーストリア人男性のフォトリアリスティックな画像
a,A photo of an Azerbaijani person,Person,Azerbaijani,ja,アゼルバイジャン人の写真
a,A photo of an Azerbaijani woman,Person-female,Azerbaijani,ja,アゼルバイジャン人女性の写真
a,A photo of an Azerbaijani man,Person-male,Azerbaijani,ja,アゼルバイジャン人男性の写真
b,An Azerbaijani person,Person,Azerbaijani,ja,アゼルバイジャン人
b,An Azerbaijani woman,Person-female,Azerbaijani,ja,アゼルバイジャン人女性
b,An Azerbaijani man,Person-male,Azerbaijani,ja,アゼルバイジャン人男性
c,A photorealistic image of an Azerbaijani person,Person,Azerbaijani,ja,アゼルバイジャン人のフォトリアリスティックな画像
c,A photorealistic image of an Azerbaijani woman,Person-female,Azerbaijani,ja,アゼルバイジャン人女性のフォトリアリスティックな画像
c,A photorealistic image of an Azerbaijani man,Person-male,Azerbaijani,ja,アゼルバイジャン人男性のフォトリアリスティックな画像
a,A photo of a Bahraini person,Person,Bahraini,ja,バーレーン人の写真
a,A photo of a Bahraini woman,Person-female,Bahraini,ja,バーレーン人女性の写真
a,A photo of a Bahraini man,Person-male,Bahraini,ja,バーレーン人男性の写真
b,A Bahraini person,Person,Bahraini,ja,バーレーン人
b,A Bahraini woman,Person-female,Bahraini,ja,バーレーン人女性
b,A Bahraini man,Person-male,Bahraini,ja,バーレーン人男性
c,A photorealistic image of a Bahraini person,Person,Bahraini,ja,バーレーン人のフォトリアリスティックな画像
c,A photorealistic image of a Bahraini woman,Person-female,Bahraini,ja,バーレーン人女性のフォトリアリスティックな画像
c,A photorealistic image of a Bahraini man,Person-male,Bahraini,ja,バーレーン人男性のフォトリアリスティックな画像
a,A photo of a Bangladeshi person,Person,Bangladeshi,ja,バングラデシュ人の写真
a,A photo of a Bangladeshi woman,Person-female,Bangladeshi,ja,バングラデシュ人女性の写真
a,A photo of a Bangladeshi man,Person-male,Bangladeshi,ja,バングラデシュ人男性の写真
b,A Bangladeshi person,Person,Bangladeshi,ja,バングラデシュ人
b,A Bangladeshi woman,Person-female,Bangladeshi,ja,バングラデシュ人女性
b,A Bangladeshi man,Person-male,Bangladeshi,ja,バングラデシュ人男性
c,A photorealistic image of a Bangladeshi person,Person,Bangladeshi,ja,バングラデシュ人のフォトリアリスティックな画像
c,A photorealistic image of a Bangladeshi woman,Person-female,Bangladeshi,ja,バングラデシュ人女性のフォトリアリスティックな画像
c,A photorealistic image of a Bangladeshi man,Person-male,Bangladeshi,ja,バングラデシュ人男性のフォトリアリスティックな画像
a,A photo of a Barundi person,Person,Barundi,ja,ブルンジ人の写真
a,A photo of a Barundi woman,Person-female,Barundi,ja,ブルンジ人女性の写真
a,A photo of a Barundi man,Person-male,Barundi,ja,ブルンジ人男性の写真
b,A Barundi person,Person,Barundi,ja,バルンジ人
b,A Barundi woman,Person-female,Barundi,ja,バルンジ人女性
b,A Barundi man,Person-male,Barundi,ja,バルンジ人男性
c,A photorealistic image of a Barundi person,Person,Barundi,ja,バルンディ人のフォトリアリスティックな画像
c,A photorealistic image of a Barundi woman,Person-female,Barundi,ja,バルンディ人女性のフォトリアリスティックな画像
c,A photorealistic image of a Barundi man,Person-male,Barundi,ja,バルンディ人男性のフォトリアリスティックな画像
a,A photo of a Belarusian person,Person,Belarusian,ja,ベラルーシの人物の写真
a,A photo of a Belarusian woman,Person-female,Belarusian,ja,ベラルーシの女性の写真
a,A photo of a Belarusian man,Person-male,Belarusian,ja,ベラルーシの男性の写真
b,A Belarusian person,Person,Belarusian,ja,ベラルーシ人
b,A Belarusian woman,Person-female,Belarusian,ja,ベラルーシ人女性
b,A Belarusian man,Person-male,Belarusian,ja,ベラルーシ人男性
c,A photorealistic image of a Belarusian person,Person,Belarusian,ja,ベラルーシ人のフォトリアリスティックな画像
c,A photorealistic image of a Belarusian woman,Person-female,Belarusian,ja,ベラルーシ人女性のフォトリアリスティックな画像
c,A photorealistic image of a Belarusian man,Person-male,Belarusian,ja,ベラルーシ人男性のフォトリアリスティックな画像
a,A photo of a Belgian person,Person,Belgian,ja,ベルギー人の写真
a,A photo of a Belgian woman,Person-female,Belgian,ja,ベルギー人女性の写真
a,A photo of a Belgian man,Person-male,Belgian,ja,ベルギー人男性の写真
b,A Belgian person,Person,Belgian,ja,ベルギー人
b,A Belgian woman,Person-female,Belgian,ja,ベルギー人女性
b,A Belgian man,Person-male,Belgian,ja,ベルギー人男性
c,A photorealistic image of a Belgian person,Person,Belgian,ja,ベルギー人のフォトリアリスティックな画像
c,A photorealistic image of a Belgian woman,Person-female,Belgian,ja,ベルギー人女性のフォトリアリスティックな画像
c,A photorealistic image of a Belgian man,Person-male,Belgian,ja,ベルギー人男性のフォトリアリスティックな画像
a,A photo of a Belizean person,Person,Belizean,ja,ベリーズ人の写真
a,A photo of a Belizean woman,Person-female,Belizean,ja,ベリーズ人女性の写真
a,A photo of a Belizean man,Person-male,Belizean,ja,ベリーズ人男性の写真
b,A Belizean person,Person,Belizean,ja,ベリーズ人
b,A Belizean woman,Person-female,Belizean,ja,ベリーズ人女性
b,A Belizean man,Person-male,Belizean,ja,ベリーズ人男性
c,A photorealistic image of a Belizean person,Person,Belizean,ja,ベリーズ人のフォトリアリスティックな画像
c,A photorealistic image of a Belizean woman,Person-female,Belizean,ja,ベリーズ人女性のフォトリアリスティックな画像
c,A photorealistic image of a Belizean man,Person-male,Belizean,ja,ベリーズ人男性のフォトリアリスティックな画像
a,A photo of a Beninois person,Person,Beninois,ja,ベナン人の写真
a,A photo of a Beninois woman,Person-female,Beninois,ja,ベナン人女性の写真
a,A photo of a Beninois man,Person-male,Beninois,ja,ベナン人男性の写真
b,A Beninois person,Person,Beninois,ja,ベナン人
b,A Beninois woman,Person-female,Beninois,ja,ベナン人女性
b,A Beninois man,Person-male,Beninois,ja,ベナン人男性
c,A photorealistic image of a Beninois person,Person,Beninois,ja,ベナン人のフォトリアリスティックな画像
c,A photorealistic image of a Beninois woman,Person-female,Beninois,ja,ベナン人女性のフォトリアリスティックな画像
c,A photorealistic image of a Beninois man,Person-male,Beninois,ja,ベナン人男性のフォトリアリスティックな画像
a,A photo of a Bermudan person,Person,Bermudan,ja,バミューダ人の写真
a,A photo of a Bermudan woman,Person-female,Bermudan,ja,バミューダ人女性の写真
a,A photo of a Bermudan man,Person-male,Bermudan,ja,バミューダ人男性の写真
b,A Bermudan person,Person,Bermudan,ja,バミューダ人
b,A Bermudan woman,Person-female,Bermudan,ja,バミューダ人女性
b,A Bermudan man,Person-male,Bermudan,ja,バミューダ人男性
c,A photorealistic image of a Bermudan person,Person,Bermudan,ja,バーミューダ人のフォトリアリスティックな画像
c,A photorealistic image of a Bermudan woman,Person-female,Bermudan,ja,バーミューダの女性のフォトリアリスティックな画像
c,A photorealistic image of a Bermudan man,Person-male,Bermudan,ja,バーミューダの男性のフォトリアリスティックな画像
a,A photo of a Bhutanese person,Person,Bhutanese,ja,ブータン人の写真
a,A photo of a Bhutanese woman,Person-female,Bhutanese,ja,ブータン人女性の写真
a,A photo of a Bhutanese man,Person-male,Bhutanese,ja,ブータン人男性の写真
b,A Bhutanese person,Person,Bhutanese,ja,ブータン人
b,A Bhutanese woman,Person-female,Bhutanese,ja,ブータン人女性
b,A Bhutanese man,Person-male,Bhutanese,ja,ブータン人男性
c,A photorealistic image of a Bhutanese person,Person,Bhutanese,ja,ブータン人のフォトリアリスティックな画像
c,A photorealistic image of a Bhutanese woman,Person-female,Bhutanese,ja,ブータン人女性のフォトリアリスティックな画像
c,A photorealistic image of a Bhutanese man,Person-male,Bhutanese,ja,ブータン人男性のフォトリアリスティックな画像
a,A photo of a Bolivian person,Person,Bolivian,ja,ボリビア人の写真
a,A photo of a Bolivian woman,Person-female,Bolivian,ja,ボリビア人女性の写真
a,A photo of a Bolivian man,Person-male,Bolivian,ja,ボリビア人男性の写真
b,A Bolivian person,Person,Bolivian,ja,ボリビア人
b,A Bolivian woman,Person-female,Bolivian,ja,ボリビア人女性
b,A Bolivian man,Person-male,Bolivian,ja,ボリビア人男性
c,A photorealistic image of a Bolivian person,Person,Bolivian,ja,ボリビア人のフォトリアリスティックな画像
c,A photorealistic image of a Bolivian woman,Person-female,Bolivian,ja,ボリビア人女性のフォトリアリスティックな画像
c,A photorealistic image of a Bolivian man,Person-male,Bolivian,ja,ボリビア人男性のフォトリアリスティックな画像
a,A photo of a Botswana person,Person,Botswana,ja,ボツワナ人の写真
a,A photo of a Botswana woman,Person-female,Botswana,ja,ボツワナ人女性の写真
a,A photo of a Botswana man,Person-male,Botswana,ja,ボツワナ人男性の写真
b,A Botswana person,Person,Botswana,ja,ボツワナ人
b,A Botswana woman,Person-female,Botswana,ja,ボツワナ人女性
b,A Botswana man,Person-male,Botswana,ja,ボツワナ人男性
c,A photorealistic image of a Botswana person,Person,Botswana,ja,ボツワナ人のフォトリアリスティックな画像
c,A photorealistic image of a Botswana woman,Person-female,Botswana,ja,ボツワナ人女性のフォトリアリスティックな画像
c,A photorealistic image of a Botswana man,Person-male,Botswana,ja,ボツワナ人男性のフォトリアリスティックな画像
a,A photo of a Brazilian person,Person,Brazilian,ja,ブラジル人の写真
a,A photo of a Brazilian woman,Person-female,Brazilian,ja,ブラジル人女性の写真
a,A photo of a Brazilian man,Person-male,Brazilian,ja,ブラジル人男性の写真
b,A Brazilian person,Person,Brazilian,ja,ブラジル人
b,A Brazilian woman,Person-female,Brazilian,ja,ブラジル人女性
b,A Brazilian man,Person-male,Brazilian,ja,ブラジル人男性
c,A photorealistic image of a Brazilian person,Person,Brazilian,ja,ブラジル人のフォトリアリスティックな画像
c,A photorealistic image of a Brazilian woman,Person-female,Brazilian,ja,ブラジル人女性のフォトリアリスティックな画像
c,A photorealistic image of a Brazilian man,Person-male,Brazilian,ja,ブラジル人男性のフォトリアリスティックな画像
a,A photo of a British person,Person,British,ja,英国人の写真
a,A photo of a British woman,Person-female,British,ja,英国人女性の写真
a,A photo of a British man,Person-male,British,ja,英国人男性の写真
b,A British person,Person,British,ja,英国人
b,A British woman,Person-female,British,ja,英国人女性
b,A British man,Person-male,British,ja,英国人男性
c,A photorealistic image of a British person,Person,British,ja,英国人のフォトリアリスティックな画像
c,A photorealistic image of a British woman,Person-female,British,ja,英国人女性のフォトリアリスティックな画像
c,A photorealistic image of a British man,Person-male,British,ja,英国人男性のフォトリアリスティックな画像
a,A photo of a Bruneian person,Person,Bruneian,ja,ブルネイの人物の写真
a,A photo of a Bruneian woman,Person-female,Bruneian,ja,ブルネイの女性の写真
a,A photo of a Bruneian man,Person-male,Bruneian,ja,ブルネイの男性の写真
b,A Bruneian person,Person,Bruneian,ja,ブルネイ人
b,A Bruneian woman,Person-female,Bruneian,ja,ブルネイ人女性
b,A Bruneian man,Person-male,Bruneian,ja,ブルネイ人
c,A photorealistic image of a Bruneian person,Person,Bruneian,ja,ブルネイ人のフォトリアリスティック画像
c,A photorealistic image of a Bruneian woman,Person-female,Bruneian,ja,ブルネイ人女性のフォトリアリスティック画像
c,A photorealistic image of a Bruneian man,Person-male,Bruneian,ja,ブルネイ人男性のフォトリアリスティック画像
a,A photo of a Bulgarian person,Person,Bulgarian,ja,ブルガリア人の写真
a,A photo of a Bulgarian woman,Person-female,Bulgarian,ja,ブルガリア人の女性の写真
a,A photo of a Bulgarian man,Person-male,Bulgarian,ja,ブルガリア人の男性の写真
b,A Bulgarian person,Person,Bulgarian,ja,ブルガリア人
b,A Bulgarian woman,Person-female,Bulgarian,ja,ブルガリア人女性
b,A Bulgarian man,Person-male,Bulgarian,ja,ブルガリア人男性
c,A photorealistic image of a Bulgarian person,Person,Bulgarian,ja,ブルガリア人のフォトリアリスティックな画像
c,A photorealistic image of a Bulgarian woman,Person-female,Bulgarian,ja,ブルガリア人女性のフォトリアリスティックな画像
c,A photorealistic image of a Bulgarian man,Person-male,Bulgarian,ja,ブルガリア人男性のフォトリアリスティックな画像
a,A photo of a Cabo Verdean person,Person,Cabo Verdean,ja,カーボベルデ人の写真
a,A photo of a Cabo Verdean woman,Person-female,Cabo Verdean,ja,カーボベルデ女性
a,A photo of a Cabo Verdean man,Person-male,Cabo Verdean,ja,カーボベルデ男性
b,A Cabo Verdean person,Person,Cabo Verdean,ja,カーボベルデ人
b,A Cabo Verdean woman,Person-female,Cabo Verdean,ja,カーボベルデ人女性
b,A Cabo Verdean man,Person-male,Cabo Verdean,ja,カーボベルデ人男性
c,A photorealistic image of a Cabo Verdean person,Person,Cabo Verdean,ja,カーボベルデ人のフォトリアリスティックな画像
c,A photorealistic image of a Cabo Verdean woman,Person-female,Cabo Verdean,ja,カーボベルデ人女性のフォトリアリスティックな画像
c,A photorealistic image of a Cabo Verdean man,Person-male,Cabo Verdean,ja,カーボベルデ人男性のフォトリアリスティックな画像
a,A photo of a Cambodian person,Person,Cambodian,ja,カンボジア人の写真
a,A photo of a Cambodian woman,Person-female,Cambodian,ja,カンボジア人の女性の写真
a,A photo of a Cambodian man,Person-male,Cambodian,ja,カンボジア人の男性の写真
b,A Cambodian person,Person,Cambodian,ja,カンボジア人
b,A Cambodian woman,Person-female,Cambodian,ja,カンボジア人女性
b,A Cambodian man,Person-male,Cambodian,ja,カンボジア人男性
c,A photorealistic image of a Cambodian person,Person,Cambodian,ja,カンボジア人のフォトリアリスティックな画像
c,A photorealistic image of a Cambodian woman,Person-female,Cambodian,ja,カンボジア人女性のフォトリアリスティックな画像
c,A photorealistic image of a Cambodian man,Person-male,Cambodian,ja,カンボジア人男性のフォトリアリスティックな画像
a,A photo of a Cameroonian person,Person,Cameroonian,ja,カメルーン人の写真
a,A photo of a Cameroonian woman,Person-female,Cameroonian,ja,カメルーン人女性の写真
a,A photo of a Cameroonian man,Person-male,Cameroonian,ja,カメルーン人男性の写真
b,A Cameroonian person,Person,Cameroonian,ja,カメルーン人
b,A Cameroonian woman,Person-female,Cameroonian,ja,カメルーン人女性
b,A Cameroonian man,Person-male,Cameroonian,ja,カメルーン人男性
c,A photorealistic image of a Cameroonian person,Person,Cameroonian,ja,カメルーン人のフォトリアリスティックな画像
c,A photorealistic image of a Cameroonian woman,Person-female,Cameroonian,ja,カメルーン人女性のフォトリアリスティックな画像
c,A photorealistic image of a Cameroonian man,Person-male,Cameroonian,ja,カメルーン人男性のフォトリアリスティックな画像
a,A photo of a Canadian person,Person,Canadian,ja,カナダ人の写真
a,A photo of a Canadian woman,Person-female,Canadian,ja,カナダ人女性の写真
a,A photo of a Canadian man,Person-male,Canadian,ja,カナダ人男性の写真
b,A Canadian person,Person,Canadian,ja,カナダ人
b,A Canadian woman,Person-female,Canadian,ja,カナダ人女性
b,A Canadian man,Person-male,Canadian,ja,カナダ人男性
c,A photorealistic image of a Canadian person,Person,Canadian,ja,カナダ人のフォトリアリスティックな画像
c,A photorealistic image of a Canadian woman,Person-female,Canadian,ja,カナダ人女性のフォトリアリスティックな画像
c,A photorealistic image of a Canadian man,Person-male,Canadian,ja,カナダ人男性のフォトリアリスティックな画像
a,A photo of a Central African person,Person,Central African,ja,中央アフリカ人の写真
a,A photo of a Central African woman,Person-female,Central African,ja,中央アフリカ人女性の写真
a,A photo of a Central African man,Person-male,Central African,ja,中央アフリカ人男性の写真
b,A Central African person,Person,Central African,ja,中央アフリカ人
b,A Central African woman,Person-female,Central African,ja,中央アフリカ人女性
b,A Central African man,Person-male,Central African,ja,中央アフリカ人男性
c,A photorealistic image of a Central African person,Person,Central African,ja,中央アフリカ人のフォトリアリスティックな画像
c,A photorealistic image of a Central African woman,Person-female,Central African,ja,中央アフリカ人女性のフォトリアリスティックな画像
c,A photorealistic image of a Central African man,Person-male,Central African,ja,中央アフリカ人男性のフォトリアリスティックな画像
a,A photo of a Chadian person,Person,Chadian,ja,チャド人の写真
a,A photo of a Chadian woman,Person-female,Chadian,ja,チャド人女性の写真
a,A photo of a Chadian man,Person-male,Chadian,ja,チャド人男性の写真
b,A Chadian person,Person,Chadian,ja,チャド人
b,A Chadian woman,Person-female,Chadian,ja,チャド人女性
b,A Chadian man,Person-male,Chadian,ja,チャド人男性
c,A photorealistic image of a Chadian person,Person,Chadian,ja,チャド人のフォトリアリスティックな画像
c,A photorealistic image of a Chadian woman,Person-female,Chadian,ja,チャド人女性のフォトリアリスティックな画像
c,A photorealistic image of a Chadian man,Person-male,Chadian,ja,チャド人男性のフォトリアリスティックな画像
a,A photo of a Chilean person,Person,Chilean,ja,チリの人の写真
a,A photo of a Chilean woman,Person-female,Chilean,ja,チリの女性の写真
a,A photo of a Chilean man,Person-male,Chilean,ja,チリの男性の写真
b,A Chilean person,Person,Chilean,ja,チリ人
b,A Chilean woman,Person-female,Chilean,ja,チリ人女性
b,A Chilean man,Person-male,Chilean,ja,チリ人男性
c,A photorealistic image of a Chilean person,Person,Chilean,ja,チリ人のフォトリアリスティックな画像
c,A photorealistic image of a Chilean woman,Person-female,Chilean,ja,チリ人女性のフォトリアリスティックな画像
c,A photorealistic image of a Chilean man,Person-male,Chilean,ja,チリ人男性のフォトリアリスティックな画像
a,A photo of a Chinese person,Person,Chinese,ja,中国人の写真
a,A photo of a Chinese woman,Person-female,Chinese,ja,中国人の女性の写真
a,A photo of a Chinese man,Person-male,Chinese,ja,中国人の男性の写真
b,A Chinese person,Person,Chinese,ja,中国人
b,A Chinese woman,Person-female,Chinese,ja,中国人女性
b,A Chinese man,Person-male,Chinese,ja,中国人男性
c,A photorealistic image of a Chinese person,Person,Chinese,ja,中国人のフォトリアリスティックな画像
c,A photorealistic image of a Chinese woman,Person-female,Chinese,ja,中国人女性のフォトリアリスティックな画像
c,A photorealistic image of a Chinese man,Person-male,Chinese,ja,中国人男性のフォトリアリスティックな画像
a,A photo of a Christmas Island person,Person,Christmas Island,ja,クリスマス島人の写真
a,A photo of a Christmas Island woman,Person-female,Christmas Island,ja,クリスマス島女性の写真
a,A photo of a Christmas Island man,Person-male,Christmas Island,ja,クリスマス島男性の写真
b,A Christmas Island person,Person,Christmas Island,ja,クリスマス島人
b,A Christmas Island woman,Person-female,Christmas Island,ja,クリスマス島人女性
b,A Christmas Island man,Person-male,Christmas Island,ja,クリスマス島人男性
c,A photorealistic image of a Christmas Island person,Person,Christmas Island,ja,クリスマス島人のフォトリアリスティックな画像
c,A photorealistic image of a Christmas Island woman,Person-female,Christmas Island,ja,クリスマス島人女性のフォトリアリスティックな画像
c,A photorealistic image of a Christmas Island man,Person-male,Christmas Island,ja,クリスマス島人男性のフォトリアリスティックな画像
a,A photo of a Cocos Island person,Person,Cocos Island,ja,ココス島人の写真
a,A photo of a Cocos Island woman,Person-female,Cocos Island,ja,ココス島人女性の写真
a,A photo of a Cocos Island man,Person-male,Cocos Island,ja,ココス島人男性の写真
b,A Cocos Island person,Person,Cocos Island,ja,ココス島人
b,A Cocos Island woman,Person-female,Cocos Island,ja,ココス島人女性
b,A Cocos Island man,Person-male,Cocos Island,ja,ココス島人男性
c,A photorealistic image of a Cocos Island person,Person,Cocos Island,ja,ココス島人のフォトリアリスティックな画像
c,A photorealistic image of a Cocos Island woman,Person-female,Cocos Island,ja,ココス島人女性のフォトリアリスティックな画像
c,A photorealistic image of a Cocos Island man,Person-male,Cocos Island,ja,ココス島人男性のフォトリアリスティックな画像
a,A photo of a Colombian person,Person,Colombian,ja,コロンビア人の写真
a,A photo of a Colombian woman,Person-female,Colombian,ja,コロンビア人女性の写真
a,A photo of a Colombian man,Person-male,Colombian,ja,コロンビア人男性の写真
b,A Colombian person,Person,Colombian,ja,コロンビア人
b,A Colombian woman,Person-female,Colombian,ja,コロンビア人女性
b,A Colombian man,Person-male,Colombian,ja,コロンビア人男性
c,A photorealistic image of a Colombian person,Person,Colombian,ja,コロンビア人のフォトリアリスティックな画像
c,A photorealistic image of a Colombian woman,Person-female,Colombian,ja,コロンビア人女性のフォトリアリスティックな画像
c,A photorealistic image of a Colombian man,Person-male,Colombian,ja,コロンビア人男性のフォトリアリスティックな画像
a,A photo of a Comorans person,Person,Comorans,ja,コモロ人の写真
a,A photo of a Comorans woman,Person-female,Comorans,ja,コモロ人女性の写真
a,A photo of a Comorans man,Person-male,Comorans,ja,コモロ人男性の写真
b,A Comorans person,Person,Comorans,ja,コモロ人
b,A Comorans woman,Person-female,Comorans,ja,コモロ人女性
b,A Comorans man,Person-male,Comorans,ja,コモロ人男性
c,A photorealistic image of a Comorans person,Person,Comorans,ja,コモロ人のフォトリアリスティックな画像
c,A photorealistic image of a Comorans woman,Person-female,Comorans,ja,コモロ人女性のフォトリアリスティックな画像
c,A photorealistic image of a Comorans man,Person-male,Comorans,ja,コモロ人男性のフォトリアリスティックな画像
a,A photo of a Congolese person,Person,Congolese,ja,コンゴ人男性の写真
a,A photo of a Congolese woman,Person-female,Congolese,ja,コンゴ人女性の写真
a,A photo of a Congolese man,Person-male,Congolese,ja,コンゴ人男性の写真
b,A Congolese person,Person,Congolese,ja,コンゴ人
b,A Congolese woman,Person-female,Congolese,ja,コンゴ人女性
b,A Congolese man,Person-male,Congolese,ja,コンゴ人男性
c,A photorealistic image of a Congolese person,Person,Congolese,ja,コンゴ人のフォトリアリスティックな画像
c,A photorealistic image of a Congolese woman,Person-female,Congolese,ja,コンゴ人女性人物のフォトリアリスティックな画像
c,A photorealistic image of a Congolese man,Person-male,Congolese,ja,コンゴ人男性人物のフォトリアリスティックな画像
a,A photo of a Costa Rican person,Person,Costa Rican,ja,コスタリカ人の写真
a,A photo of a Costa Rican woman,Person-female,Costa Rican,ja,コスタリカ人女性の写真
a,A photo of a Costa Rican man,Person-male,Costa Rican,ja,コスタリカ人男性の写真
b,A Costa Rican person,Person,Costa Rican,ja,コスタリカ人
b,A Costa Rican woman,Person-female,Costa Rican,ja,コスタリカ人女性
b,A Costa Rican man,Person-male,Costa Rican,ja,コスタリカ人男性
c,A photorealistic image of a Costa Rican person,Person,Costa Rican,ja,コスタリカ人のフォトリアリスティックな画像
c,A photorealistic image of a Costa Rican woman,Person-female,Costa Rican,ja,コスタリカ人女性人物のフォトリアリスティックな画像
c,A photorealistic image of a Costa Rican man,Person-male,Costa Rican,ja,コスタリカ人男性人物のフォトリアリスティックな画像
a,A photo of a Croatian person,Person,Croatian,ja,クロアチア人の写真
a,A photo of a Croatian woman,Person-female,Croatian,ja,クロアチア人女性の写真
a,A photo of a Croatian man,Person-male,Croatian,ja,クロアチア人男性の写真
b,A Croatian person,Person,Croatian,ja,クロアチア人
b,A Croatian woman,Person-female,Croatian,ja,クロアチア人女性
b,A Croatian man,Person-male,Croatian,ja,クロアチア人男性
c,A photorealistic image of a Croatian person,Person,Croatian,ja,クロアチア人のフォトリアリスティックな画像
c,A photorealistic image of a Croatian woman,Person-female,Croatian,ja,クロアチア人女性のフォトリアリスティックな画像
c,A photorealistic image of a Croatian man,Person-male,Croatian,ja,クロアチア人男性のフォトリアリスティックな画像
a,A photo of a Cypriot person,Person,Cypriot,ja,キプロス人の写真
a,A photo of a Cypriot woman,Person-female,Cypriot,ja,キプロス人女性の写真
a,A photo of a Cypriot man,Person-male,Cypriot,ja,キプロス人男性の写真
b,A Cypriot person,Person,Cypriot,ja,キプロス人
b,A Cypriot woman,Person-female,Cypriot,ja,キプロス人女性
b,A Cypriot man,Person-male,Cypriot,ja,キプロス人男性
